word,lemmas,pos,points
bluetongues,bluetongue,n,3
bluffnesses,bluffness,n,3
blunderbuss,blunderbuss,n,3
bluntnesses,bluntness,n,2
boardsailor,boardsailor,n,3
boatbuilder,boatbuilder,n,3
bobbleheads,bobblehead,n,2
bobsledders,bobsledder,n,3
bobsleigher,bobsleigher,n,3
bocconcinis,bocconcini,n,3
bodhisattva,bodhisattva,n,3
bodyboarder,bodyboard|bodyboarder,j|n,3
bodybuilder,bodybuilder,n,2
bodysurfers,bodysurfer,n,3
bodysurfing,bodysurf|bodysurfing,n|v,3
bodyworkers,bodyworker,n,3
bogginesses,bogginess,n,3
bogusnesses,bogusness,n,3
bohemianism,bohemianism,n,3
boilermaker,boilermaker,n,2
boilerplate,boilerplate,n,2
boilersuits,boilersuit,n,3
bollockings,bollocking,n,3
bolometries,bolometry,n,3
bolshevisms,bolshevism,n,2
bombardiers,bombardier,n,2
bombardment,bombardment,n,2
bombination,bombination,n,3
bombonieres,bomboniere,n,3
bondholders,bondholder,n,2
bonefishing,bonefishing,n,3
bonesetters,bonesetter,n,3
boneshakers,boneshaker,n,3
bonninesses,bonniness,n,3
bonytongues,bonytongue,n,3
bookbinders,bookbinder,n,3
bookbindery,bookbindery,n,3
bookbinding,bookbinding,n,2
bookishness,bookishness,n,3
bookkeepers,bookkeeper,n,2
bookkeeping,bookkeeping,n,2
bookmakings,bookmaking,n,3
bookmarkers,bookmarker,n,3
bookmarking,bookmark,n|v,2
bookmobiles,bookmobile,n,2
booksellers,bookseller,n,2
bookselling,bookselling,n,3
bookshelves,bookshelf,n,2
boondoggler,boondoggler,n,3
boondoggles,boondoggle,n|v,2
boorishness,boorishness,n,3
boosterisms,boosterism,n,2
bootleggers,bootlegger,n,2
bootlegging,bootleg|bootlegging,n|v,2
bootlickers,bootlicker,n,3
bootlicking,bootlick|bootlicking,n|v,3
boozehounds,boozehound,n,3
boozinesses,booziness,n,3
borborygmus,borborygmus,n,3
borderlands,borderland,n,2
borderlines,borderline,n,2
borohydride,borohydride,n,3
boskinesses,boskiness,n,3
bossinesses,bossiness,n,3
botheration,botheration,n,3
bottlebrush,bottlebrush,n,3
bottlenecks,bottleneck,n|v,2
bottlenoses,bottlenose,n,2
bottomlands,bottomland,n,2
botulinuses,botulinus,n,3
boulderings,bouldering,n,3
boundedness,boundedness,n,3
boundnesses,boundness,n,3
bourbonisms,bourbonism,n,3
bourgeoises,bourgeoise,n,3
bourgeoisie,bourgeoisie,n,2
boutonniere,boutonniere,n,3
bowdlerisms,bowdlerism,n,3
bowdlerizer,bowdlerizer,n,3
bowhuntings,bowhunting,n,3
boysenberry,boysenberry,n,3
brachiation,brachiation,n,3
brachiators,brachiator,n,3
brachiopods,brachiopod,n,3
brachiosaur,brachiosaur,n,3
bradycardia,bradycardia,n,3
bradykinins,bradykinin,n,3
braggadocio,braggadocio,n,2
brainpowers,brainpower,n,2
brainstorms,brainstorm,n|v,2
brainteaser,brainteaser,n,3
brainwasher,brainwasher,n,3
branchiopod,branchiopod,n,3
branchlines,branchline,n,3
brandishers,brandisher,n,3
brashnesses,brashness,n,2
bravenesses,braveness,n,3
brazilwoods,brazilwood,n,3
breadbasket,breadbasket,n,2
breadfruits,breadfruit,n,2
breadknives,breadknife,n,3
breadstuffs,breadstuff,n,3
breadwinner,breadwinner,n,2
breakfaster,breakfaster,n,3
breakfronts,breakfront,n,3
breakpoints,breakpoint,n,2
breakwaters,breakwater,n,2
breastbones,breastbone,n,2
breastplate,breastplate,n,2
breastworks,breastwork,n,2
breathiness,breathiness,n,2
brecciation,brecciation,n,3
breechblock,breechblock,n,3
breechcloth,breechcloth,n,3
breechclout,breechclout,n,3
brewmasters,brewmaster,n,3
brickfields,brickfield,n,3
bricklayers,bricklayer,n,2
bricklaying,bricklaying,n,3
bridegrooms,bridegroom,n,2
bridesmaids,bridesmaid,n,2
bridgeheads,bridgehead,n,2
bridgeworks,bridgework,n,3
briefnesses,briefness,n,3
brigandages,brigandage,n,3
brigandines,brigandine,n,3
brigandries,brigandry,n,3
brigantines,brigantine,n,2
brighteners,brightener,n,3
brightening,brighten,j|n|v,1
brightworks,brightwork,n,3
brilliances,brilliance,n,2
brininesses,brininess,n,3
brisknesses,briskness,n,3
bristletail,bristletail,n,3
brittlebush,brittlebush,n,3
brittleness,brittleness,n,2
broadcaster,broadcaster,n,1
broadcloths,broadcloth,n,2
broadleaves,broadleaf,n,3
broadnesses,broadness,n,3
broadsheets,broadsheet,n,2
broadswords,broadsword,n,2
brocatelles,brocatelle,n,3
broccolinis,broccolini,n,3
bromination,bromination,n,3
bromouracil,bromouracil,n,3
bronchioles,bronchiole,n,3
brontosaurs,brontosaur,n,3
broomballer,broomballer,n,3
broomsticks,broomstick,n,2
brotherhood,brotherhood,n,1
browbeaters,browbeater,n,3
brownfields,brownfield,n,2
brownnesses,brownness,n,3
brownnosers,brownnoser,n,3
brownshirts,brownshirt,n,2
brownstones,brownstone,n,2
brucelloses,brucellosis,n,2
brucellosis,brucellosis,n,2
bruschettas,bruschetta,n,2
brushstroke,brushstroke,n,2
brusqueness,brusqueness,n,3
brusqueries,brusquerie,n,3
brutalities,brutality,n,1
brutishness,brutishness,n,3
bryologists,bryologist,n,3
bryophyllum,bryophyllum,n,3
bubbleheads,bubblehead,n,3
buccinators,buccinator,n,3
buckbrushes,buckbrush,n,3
bucketloads,bucketload,n,3
budgerigars,budgerigar,n,3
buffalofish,buffalofish,n,3
buffleheads,bufflehead,n,3
bugginesses,bugginess,n,3
bulginesses,bulginess,n,3
bulkinesses,bulkiness,n,3
bullbaiting,bullbaiting,n,3
bulldoggers,bulldogger,n,3
bullfighter,bullfighter,n,2
bullfinches,bullfinch,n,3
bullishness,bullishness,n,3
bullmastiff,bullmastiff,n,3
bullshitter,bullshitter,n,2
bullterrier,bullterrier,n,3
bumbershoot,bumbershoot,n,3
bumpinesses,bumpiness,n,3
bureaucracy,bureaucracy,n,1
bureaucrats,bureaucrat,n,1
burgomaster,burgomaster,n,3
burlesquers,burlesquer,n,3
burlinesses,burliness,n,3
burnishings,burnishings,n,3
bursarships,bursarship,n,3
bushinesses,bushiness,n,3
bushmasters,bushmaster,n,3
bushrangers,bushranger,n,3
bushranging,bushranging,n,3
bushwhacker,bushwhacker,n,2
bushworkers,bushworker,n,3
businessman,businessman,n,1
businessmen,businessman,n,1
bustinesses,bustiness,n,3
butchnesses,butchness,n,3
butterballs,butterball,n,2
buttercream,buttercream,n,2
butterflies,butterfly,n|v,1
butterflyer,butterflyer,n,3
butterheads,butterhead,n,3
butterhorns,butterhorn,n,3
buttermilks,buttermilk,n,2
butterweeds,butterweed,n,3
butterworts,butterwort,n,3
buttinskies,buttinsky,n,3
buttonballs,buttonball,n,3
buttonholer,buttonholer,n,3
buttonholes,buttonhole,n|v,2
buttonwoods,buttonwood,n,3
butylations,butylation,n,3
buxomnesses,buxomness,n,3
babysittings,babysitting,n,3
bacchanalian,bacchanalian,j|n,3
bacchanalias,bacchanalia,n,3
bachelordoms,bachelordom,n,3
bachelorette,bachelorette,n,2
bachelorhood,bachelorhood,n,2
backbenchers,backbencher,n,3
backbreakers,backbreaker,n,3
backcourtman,backcourtman,n,3
backcourtmen,backcourtman,n,3
backgrounder,backgrounder,n,2
backlighting,backlight,n|v,2
backpackings,backpacking,n,2
backpedaling,backpedal,n|v,2
backsheeshes,backsheesh,n,3
backslappers,backslapper,n,3
backslapping,backslap|backslapping,n|v,3
backsplashes,backsplash,n,2
backstabbers,backstabber,n,3
backstraight,backstraight,n,3
backstrokers,backstroker,n,3
backswimmers,backswimmer,n,3
backtracking,backtrack,n|v,2
backwardness,backwardness,n,2
backwoodsman,backwoodsman,n,3
backwoodsmen,backwoodsman,n,3
bactericides,bactericide,n,3
bacteriocide,bacteriocide,n,3
bacteriocins,bacteriocin,n,3
bacteriology,bacteriology,n,2
bacteriostat,bacteriostat,n,3
bacteriurias,bacteriuria,n,3
bailiffships,bailiffship,n,3
balderdashes,balderdash,n,3
ballcarriers,ballcarrier,n,3
balletomanes,balletomane,n,3
balletomania,balletomania,n,3
ballhandling,ballhandling,n,3
ballsinesses,ballsiness,n,3
balneologies,balneology,n,3
banderillero,banderillero,n,3
bankruptcies,bankruptcy,n,1
bantamweight,bantamweight,n,2
baptisteries,baptistery,n,3
barbarianism,barbarianism,n,3
barbiturates,barbiturate,n,2
bardolatries,bardolatry,n,3
bareboatings,bareboating,n,3
barnstormers,barnstormer,n,3
baroreceptor,baroreceptor,n,3
barquentines,barquentine,n,3
barrelhouses,barrelhouse,n,3
barrennesses,barrenness,n,2
baryogeneses,baryogenesis,n,3
baryogenesis,baryogenesis,n,3
baserunnings,baserunning,n,3
basidiospore,basidiospore,n,3
basification,basification,n,3
basketballer,basketball|basketballer,j|n,1
bathymetries,bathymetry,n,3
bathyscaphes,bathyscaphe,n,3
bathyspheres,bathysphere,n,3
battlefields,battlefield,n,1
battlefronts,battlefront,n,2
battleground,battleground,n,2
battlewagons,battlewagon,n,3
beachcombers,beachcomber,n,2
bearbaitings,bearbaiting,n,3
beardtongues,beardtongue,n,3
beautybushes,beautybush,n,3
beaverboards,beaverboard,n,3
bedazzlement,bedazzlement,n,3
bedcoverings,bedcovering,n,3
bedevilments,bedevilment,n,3
bedizenments,bedizenment,n,3
befuddlement,befuddlement,n,2
beggarliness,beggarliness,n,3
beguilements,beguilement,n,3
behaviorisms,behaviorism,n,2
behaviorists,behaviorist,n,2
behaviourism,behaviourism,n,3
behaviourist,behaviourist,n,3
belittlement,belittlement,n,3
belligerence,belligerence,n,2
belligerency,belligerency,n,3
belligerents,belligerent,n,2
benchmarking,benchmark|benchmarking,n|v,1
benchwarmers,benchwarmer,n,3
benedictions,benediction,n,2
benefactions,benefaction,n,3
benefactress,benefactress,n,3
beneficences,beneficence,n,2
benevolences,benevolence,n,2
benignancies,benignancy,n,3
benzaldehyde,benzaldehyde,n,3
benzoapyrene,benzoapyrene,n,3
benzophenone,benzophenone,n,3
benzopyrenes,benzopyrene,n,3
benzoquinone,benzoquinone,n,3
bereavements,bereavement,n,2
bereftnesses,bereftness,n,3
besottedness,besottedness,n,3
bestialities,bestiality,n,2
betweenbrain,betweenbrain,n,3
bewilderment,bewilderment,n,2
bewitcheries,bewitchery,n,3
bewitchments,bewitchment,n,3
bibliography,bibliography,n,2
bibliolaters,bibliolater,n,3
bibliologies,bibliology,n,3
bibliomaniac,bibliomaniac,n,3
bibliomanias,bibliomania,n,3
bibliopegies,bibliopegy,n,3
bibliopegist,bibliopegist,n,3
bibliophiles,bibliophile,n,2
bibliopolist,bibliopolist,n,3
bibliothecae,bibliotheca,n,3
bibliothecas,bibliotheca,n,3
bibulousness,bibulousness,n,3
bicameralism,bicameralism,n,3
bicarbonates,bicarbonate,n,2
bicentennial,bicentennial,j|n,2
bicomponents,bicomponent,n,3
bifurcations,bifurcation,n,2
bilateralism,bilateralism,n,3
bilharziases,bilharziasis,n,3
bilharziasis,bilharziasis,n,3
bilingualism,bilingualism,n,2
bilinguality,bilinguality,n,3
billingsgate,billingsgate,n,3
billionaires,billionaire,n,1
bimetallisms,bimetallism,n,3
bimetallists,bimetallist,n,3
bimillennial,bimillennial,n,3
bimodalities,bimodality,n,3
binocularity,binocularity,n,3
bioacoustics,bioacoustics,n,3
biocatalyses,biocatalysis,n,3
biocatalysis,biocatalysis,n,3
biocatalysts,biocatalyst,n,3
biocentrisms,biocentrism,n,3
biochemicals,biochemical,n,2
biochemistry,biochemistry,n,2
biodigesters,biodigester,n,3
biodiversity,biodiversity,n,1
bioethicists,bioethicist,n,2
biofeedbacks,biofeedback,n,2
bioflavonoid,bioflavonoid,n,3
biogeography,biogeography,n,2
biomaterials,biomaterial,n,2
biomechanics,biomechanics,n,2
biomedicines,biomedicine,n,2
biometrician,biometrician,n,3
biomolecules,biomolecule,n,2
biopesticide,biopesticide,n,3
biophysicist,biophysicist,n,3
bioscientist,bioscientist,n,3
biosyntheses,biosynthesis,n,2
biosynthesis,biosynthesis,n,2
biotelemetry,biotelemetry,n,3
bioterrorism,bioterrorism,n,2
bioterrorist,bioterrorist,n,2
bioturbation,bioturbation,n,3
bipartitions,bipartition,n,3
bipedalities,bipedality,n,3
bipolarities,bipolarity,n,2
bipropellant,bipropellant,n,3
biquadratics,biquadratic,n,3
biracialisms,biracialism,n,3
bitchinesses,bitchiness,n,3
bitternesses,bitterness,n,1
bittersweets,bittersweet,n,2
biuniqueness,biuniqueness,n,3
blabbermouth,blabbermouth,n,3
blackberries,blackberry,n|v,1
blackbirders,blackbirder,n,3
blackhanders,blackhander,n,3
blacklisters,blacklister,n,3
blackmailers,blackmailer,n,2
bladderworts,bladderwort,n,3
blandishment,blandishment,n,2
blastocoeles,blastocoele,n,3
blastospores,blastospore,n,3
blastulation,blastulation,n,3
blatherskite,blatherskite,n,3
bleacherites,bleacherite,n,3
blearinesses,bleariness,n,3
blimpishness,blimpishness,n,3
blissfulness,blissfulness,n,3
blithenesses,blitheness,n,3
blockbusters,blockbuster,n,1
blockbusting,blockbust|blockbusting,n|v,3
blogospheres,blogosphere,n,2
bloodinesses,bloodiness,n,3
bloodletting,bloodletting,n,2
bloodmobiles,bloodmobile,n,3
bloodstreams,bloodstream,n,2
bloodsuckers,bloodsucker,n,2
blowsinesses,blowsiness,n,3
bluestocking,bluestocking,n,3
bluishnesses,bluishness,n,3
blurrinesses,blurriness,n,3
boardercross,boardercross,n,3
boardsailing,boardsailing,n,3
boardsailors,boardsailor,n,3
boastfulness,boastfulness,n,3
boatbuilders,boatbuilder,n,3
boatbuilding,boatbuilding,n,3
bobsleddings,bobsleddings,n,3
bobsleighers,bobsleigher,n,3
bobsleighing,bobsleigh|bobsleighing,n|v,3
boddhisattva,boddhisattva,n,3
bodhisattvas,bodhisattva,n,3
bodyboarders,bodyboarder,n,3
bodybuilders,bodybuilder,n,2
bodybuilding,bodybuilding,n,2
bodysurfings,bodysurfing,n,3
bohemianisms,bohemianism,n,3
boilermakers,boilermaker,n,2
boilerplates,boilerplate,n,2
bombardments,bombardment,n,2
bombinations,bombination,n,3
bonefishings,bonefishing,n,3
bonnyclabber,bonnyclabber,n,3
bookbindings,bookbinding,n,2
bookkeepings,bookkeeping,n,2
booksellings,bookselling,n,3
boondogglers,boondoggler,n,3
bootleggings,bootlegging,n,3
bootlessness,bootlessness,n,3
bootlickings,bootlicking,n,3
bootstrapper,bootstrap|bootstrapper,j|n,2
boringnesses,boringness,n,3
borohydrides,borohydride,n,3
borosilicate,borosilicate,n,3
botherations,botheration,n,3
boulevardier,boulevardier,n,3
bouncinesses,bounciness,n,3
bourgeoisies,bourgeoisie,n,2
boutonnieres,boutonniere,n,3
bowdlerizers,bowdlerizer,n,3
boyishnesses,boyishness,n,3
brachiations,brachiation,n,3
brachiosaurs,brachiosaur,n,3
brackishness,brackishness,n,3
bradycardias,bradycardia,n,3
braggadocios,braggadocio,n,2
braininesses,braininess,n,3
brainstormer,brainstormer,n,3
brainteasers,brainteaser,n,3
brainwashers,brainwasher,n,3
brainwashing,brainwash|brainwashing,j|n|v,2
branchiopods,branchiopod,n,3
brassinesses,brassiness,n,3
brattinesses,brattiness,n,3
brawninesses,brawniness,n,3
brazennesses,brazenness,n,2
breadbaskets,breadbasket,n,2
breadwinners,breadwinner,n,2
breadwinning,breadwinning,n,3
breakfasters,breakfaster,n,3
breakthrough,breakthrough,n,1
breastfeeder,breastfeeder,n,3
breastplates,breastplate,n,2
breaststroke,breaststroke,n|v,2
brecciations,brecciation,n,3
breechblocks,breechblock,n,3
breechcloths,breechcloth,n,3
breechclouts,breechclout,n,3
breechloader,breechloader,n,3
breezinesses,breeziness,n,3
bricklayings,bricklaying,n,3
brightnesses,brightness,n,1
brilliancies,brilliancy,n,3
brilliantine,brilliantine,n,3
brinkmanship,brinkmanship,n,2
bristletails,bristletail,n,3
broadcasters,broadcaster,n,1
broadcasting,broadcast,j|n|v,1
brokennesses,brokenness,n,2
bromegrasses,bromegrass,n,3
brominations,bromination,n,3
bromouracils,bromouracil,n,3
bronchitises,bronchitis,n,2
bronchoscope,bronchoscope,n,3
bronchoscopy,bronchoscopy,n,3
bronchospasm,bronchospasm,n,3
broncobuster,broncobuster,n,3
brontosaurus,brontosaurus,n,2
broodinesses,broodiness,n,3
broomballers,broomballer,n,3
brotherhoods,brotherhood,n,1
brushability,brushability,n,3
brushstrokes,brushstroke,n,2
bryophyllums,bryophyllum,n,3
buffaloberry,buffaloberry,n,3
buffooneries,buffoonery,n,2
bulbophyllum,bulbophyllum,n,3
bullbaitings,bullbaiting,n,3
bulldoggings,bulldoggings,n,3
bullfighters,bullfighter,n,2
bullfighting,bullfighting,n,3
bullmastiffs,bullmastiff,n,3
bullshitters,bullshitter,n,2
bullterriers,bullterrier,n,3
bumbershoots,bumbershoot,n,3
bunchberries,bunchberry,n,3
bunchgrasses,bunchgrass,n,3
bunyaviruses,bunyavirus,n,3
burgomasters,burgomaster,n,3
bushrangings,bushranging,n,3
bushwhackers,bushwhacker,n,2
buttercreams,buttercream,n,2
butterfishes,butterfish,n,3
butterflyers,butterflyer,n,3
butterscotch,butterscotch,n,2
buttonbushes,buttonbush,n,3
buttonholers,buttonholer,n,3
baccalaureate,baccalaureate,j|n,2
bacchanalians,bacchanalian,n,3
bachelorettes,bachelorette,n,2
bachelorhoods,bachelorhood,n,2
backcountries,backcountry,n,2
backgrounders,backgrounder,n,2
backslappings,backslapping,n,3
backstabbings,backstabbings,n,3
backstraights,backstraight,n,3
backstretches,backstretch,n,2
bacteriocides,bacteriocide,n,3
bacteriolyses,bacteriolysis,n,3
bacteriolysis,bacteriolysis,n,3
bacteriophage,bacteriophage,n,2
bacteriophagy,bacteriophagy,n,3
bacteriostats,bacteriostat,n,3
bacterization,bacterization,n,3
balefulnesses,balefulness,n,3
balkanization,balkanization,n,2
balletomanias,balletomania,n,3
ballhandlings,ballhandling,n,3
bamboozlement,bamboozlement,n,3
banderilleros,banderillero,n,3
bankabilities,bankability,n,3
bantamweights,bantamweight,n,2
barbarianisms,barbarianism,n,3
barbarization,barbarization,n,3
barbarousness,barbarousness,n,3
barefacedness,barefacedness,n,3
baroreceptors,baroreceptor,n,3
bashfulnesses,bashfulness,n,3
basidiomycete,basidiomycete,n,3
basidiospores,basidiospore,n,3
basifications,basification,n,3
basketballers,basketballer,n,3
battlegrounds,battleground,n,2
bearabilities,bearability,n,3
beardednesses,beardedness,n,3
bearishnesses,bearishness,n,3
beastlinesses,beastliness,n,3
beatification,beatification,n,2
beauteousness,beauteousness,n,3
beautifulness,beautifulness,n,3
beautyberries,beautyberry,n,3
bedazzlements,bedazzlement,n,3
befuddlements,befuddlement,n,2
behaviourisms,behaviourism,n,3
behaviourists,behaviourist,n,3
belatednesses,belatedness,n,3
beleaguerment,beleaguerment,n,3
believability,believability,n,2
belittlements,belittlement,n,3
bellicosities,bellicosity,n,3
belligerences,belligerence,n,2
belongingness,belongingness,n,2
benchmarkings,benchmarking,n,2
beneficiaries,beneficiary,n,1
beneficiation,beneficiation,n,3
benightedness,benightedness,n,3
benzaldehydes,benzaldehyde,n,3
benzimidazole,benzimidazole,n,3
benzoapyrenes,benzoapyrene,n,3
benzophenones,benzophenone,n,3
benzoquinones,benzoquinone,n,3
bestsellerdom,bestsellerdom,n,3
betweenbrains,betweenbrain,n,3
betweennesses,betweenness,n,2
bewilderments,bewilderment,n,2
bibliographer,bibliographer,n,3
bibliolatries,bibliolatry,n,3
bibliomaniacs,bibliomaniac,n,3
bibliopegists,bibliopegist,n,3
bibliophilies,bibliophily,n,3
bibliophilism,bibliophilism,n,3
bibliopolists,bibliopolist,n,3
bibliotherapy,bibliotherapy,n,3
bicameralisms,bicameralism,n,3
bicentenaries,bicentenary,n,3
bicentennials,bicentennial,n,2
biconcavities,biconcavity,n,3
biconditional,biconditional,n,3
biconvexities,biconvexity,n,3
biculturalism,biculturalism,n,3
biddabilities,biddability,n,3
bilateralisms,bilateralism,n,3
bildungsroman,bildungsroman,n,2
bilingualisms,bilingualism,n,2
biliousnesses,biliousness,n,3
billingsgates,billingsgate,n,3
bimillenaries,bimillenary,n,3
bimillennials,bimillennial,n,3
bindingnesses,bindingness,n,3
bioactivities,bioactivity,n,3
bioconversion,bioconversion,n,3
biodegradable,biodegradable,j|n,2
bioenergetics,bioenergetics,n,3
bioflavonoids,bioflavonoid,n,3
biogeographer,biogeographer,n,3
bioinformatic,bioinformatic,n,3
biometricians,biometrician,n,3
biopesticides,biopesticide,n,3
biophysicists,biophysicist,n,3
bioprospector,bioprospector,n,3
biopsychology,biopsychology,n,3
biorefineries,biorefinery,n,3
bioscientists,bioscientist,n,3
biosecurities,biosecurity,n,2
biostatistics,biostatistics,n,2
biotechnology,biotechnology,n,2
bioterrorisms,bioterrorism,n,2
bioterrorists,bioterrorist,n,2
bioturbations,bioturbation,n,3
bipartisanism,bipartisanism,n,3
bipropellants,bipropellant,n,3
birefringence,birefringence,n,3
bisexualities,bisexuality,n,2
bitterbrushes,bitterbrush,n,3
bizarrenesses,bizarreness,n,3
blabbermouths,blabbermouth,n,3
blackguardism,blackguardism,n,3
blacksmithing,blacksmithing,n,2
blamelessness,blamelessness,n,3
blandishments,blandishment,n,2
blanketflower,blanketflower,n,3
blastomycoses,blastomycosis,n,3
blastomycosis,blastomycosis,n,3
blastulations,blastulation,n,3
blatherskites,blatherskite,n,3
blepharoplast,blepharoplast,n,3
blepharospasm,blepharospasm,n,3
blessednesses,blessedness,n,2
bloatednesses,bloatedness,n,3
blockbustings,blockbusting,n,3
bloodlessness,bloodlessness,n,3
bloodlettings,bloodletting,n,2
bluestockings,bluestocking,n,3
blunderbusses,blunderbuss,n,3
boardinghouse,boardinghouse,n,2
boardsailings,boardsailing,n,3
boatbuildings,boatbuilding,n,3
bobsleighings,bobsleighing,n,3
boddhisattvas,boddhisattva,n,3
bodybuildings,bodybuilding,n,2
bonnyclabbers,bonnyclabber,n,3
bookbinderies,bookbindery,n,3
bookishnesses,bookishness,n,3
boorishnesses,boorishness,n,3
bootstrappers,bootstrapper,n,3
bootstrapping,bootstrapping,n|v,2
borosilicates,borosilicate,n,3
bottlebrushes,bottlebrush,n,3
bougainvillea,bougainvillea,n,2
bouillabaisse,bouillabaisse,n,2
boulevardiers,boulevardier,n,3
boundednesses,boundedness,n,3
boundlessness,boundlessness,n,3
bounteousness,bounteousness,n,3
bountifulness,bountifulness,n,3
boustrophedon,boustrophedon,n,3
boysenberries,boysenberry,n,3
brachycephaly,brachycephaly,n,3
brachytherapy,brachytherapy,n,3
braillewriter,braillewriter,n,3
brainchildren,brainchild,n,2
brainlessness,brainlessness,n,3
brainstormers,brainstormer,n,3
brainstorming,brainstorm|brainstorming,n|v,2
brainwashings,brainwashing,n,2
breadwinnings,breadwinning,n,3
breakthroughs,breakthrough,n,1
breastfeeders,breastfeeder,n,3
breaststroker,breaststroker,n,3
breaststrokes,breaststroke,n,2
breathability,breathability,n,2
breathinesses,breathiness,n,2
breechloaders,breechloader,n,3
brilliantines,brilliantine,n,3
brinkmanships,brinkmanship,n,2
brinksmanship,brinksmanship,n,2
brittlebushes,brittlebush,n,3
brittlenesses,brittleness,n,2
bromocriptine,bromocriptine,n,3
bronchiolites,bronchiolitis,n,3
bronchiolitis,bronchiolitis,n,3
bronchoscopes,bronchoscope,n,3
bronchospasms,bronchospasm,n,3
broncobusters,broncobuster,n,3
brotherliness,brotherliness,n,3
brusquenesses,brusqueness,n,3
brutalisation,brutalisation,n,3
brutalization,brutalization,n,3
brutishnesses,brutishness,n,3
buffalofishes,buffalofish,n,3
bulbophyllums,bulbophyllum,n,3
bullfightings,bullfighting,n,3
bullishnesses,bullishness,n,3
bumptiousness,bumptiousness,n,3
buprenorphine,buprenorphine,n,2
bureaucracies,bureaucracy,n,1
bureaucratese,bureaucratese,n,3
bureaucratism,bureaucratism,n,3
businesswoman,businesswoman,n,2
businesswomen,businesswoman,n,2
butterfingers,butterfingers,n,3
butyraldehyde,butyraldehyde,n,3
butyrophenone,butyrophenone,n,3
baccalaureates,baccalaureate,n,2
backscattering,backscatter|backscattering,n|v,2
backwardnesses,backwardness,n,2
bacteriologies,bacteriology,n,2
bacteriologist,bacteriologist,n,3
bacteriophages,bacteriophage,n,2
bacteriostases,bacteriostasis,n,3
bacteriostasis,bacteriostasis,n,3
bacterizations,bacterization,n,3
balkanizations,balkanization,n,2
bamboozlements,bamboozlement,n,3
barbarizations,barbarization,n,3
basidiomycetes,basidiomycete,n,3
bastardization,bastardization,n,3
beatifications,beatification,n,2
beautification,beautification,n,2
beggarlinesses,beggarliness,n,3
beleaguerments,beleaguerment,n,3
belligerencies,belligerency,n,3
benefactresses,benefactress,n,3
beneficialness,beneficialness,n,3
beneficiations,beneficiation,n,3
benevolentness,benevolentness,n,3
benzanthracene,benzanthracene,n,3
benzimidazoles,benzimidazole,n,3
benzodiazepine,benzodiazepine,n,2
besottednesses,besottedness,n,3
bestsellerdoms,bestsellerdom,n,3
bewilderedness,bewilderedness,n,3
bibliographers,bibliographer,n,3
bibliographies,bibliography,n,2
bibliophilisms,bibliophilism,n,3
bibulousnesses,bibulousness,n,3
biconditionals,biconditional,n,3
biculturalisms,biculturalism,n,3
bidialectalism,bidialectalism,n,3
bigheartedness,bigheartedness,n,3
bildungsromans,bildungsroman,n,2
bilingualities,bilinguality,n,3
binocularities,binocularity,n,3
bioacoustician,bioacoustician,n,3
biochemistries,biochemistry,n,2
biocontainment,biocontainment,n,3
bioconversions,bioconversion,n,3
biodegradables,biodegradable,n,2
biodegradation,biodegradation,n,2
biodiversities,biodiversity,n,1
bioelectricity,bioelectricity,n,3
bioengineering,bioengineer|bioengineering,j|n|v,3
bioequivalence,bioequivalence,n,3
biogeochemical,biogeochemical,j|n,2
biogeographers,biogeographer,n,3
biogeographies,biogeography,n,2
bioinformatics,bioinformatic,n,3
biomathematics,biomathematics,n,3
biometeorology,biometeorology,n,3
bioprospectors,bioprospector,n,3
bioregionalism,bioregionalism,n,3
bioregionalist,bioregionalist,n,3
bioremediation,bioremediation,n,2
biosystematics,biosystematics,n,3
biosystematist,biosystematist,n,3
biotelemetries,biotelemetry,n,3
bipartisanisms,bipartisanism,n,3
bipartisanship,bipartisanship,n,2
bipolarization,bipolarization,n,3
birefringences,birefringence,n,3
bisphosphonate,bisphosphonate,n,2
bituminization,bituminization,n,3
biuniquenesses,biuniqueness,n,3
blackguardisms,blackguardism,n,3
blacksmithings,blacksmithing,n,2
blanketflowers,blanketflower,n,3
blaxploitation,blaxploitation,n,2
blepharoplasts,blepharoplast,n,3
blepharoplasty,blepharoplasty,n,3
blepharospasms,blepharospasm,n,3
blimpishnesses,blimpishness,n,3
blissfulnesses,blissfulness,n,3
boardercrosses,boardercross,n,3
boardinghouses,boardinghouse,n,2
boastfulnesses,boastfulness,n,3
boisterousness,boisterousness,n,3
boneheadedness,boneheadedness,n,3
bootlessnesses,bootlessness,n,3
bottomlessness,bottomlessness,n,3
bougainvillaea,bougainvillaea,n,3
bougainvilleas,bougainvillea,n,2
bouillabaisses,bouillabaisse,n,2
bouleversement,bouleversement,n,3
boustrophedons,boustrophedon,n,3
bowdlerization,bowdlerization,n,3
brackishnesses,brackishness,n,3
braillewriters,braillewriter,n,3
brainstormings,brainstorming,n,2
braunschweiger,braunschweiger,n,3
breaststrokers,breaststroker,n,3
breathlessness,breathlessness,n,2
bremsstrahlung,bremsstrahlung,n,3
brinksmanships,brinksmanship,n,2
bromocriptines,bromocriptine,n,3
bronchiectases,bronchiectasis,n,3
bronchiectasis,bronchiectasis,n,3
bronchodilator,bronchodilator,n,2
bronchoscopies,bronchoscopy,n,3
bronchoscopist,bronchoscopist,n,3
brontosauruses,brontosaurus,n,2
